Brand Name,Generic Name,Has Boxed Warning,Boxed Warning Details
Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,Yes,"WARNING: LACTIC ACIDOSIS Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. The onset of metformin-associated lactic acidosis is often subtle, accompanied only by nonspecific symptoms such as malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Metformin-associated lactic acidosis was characterized by elevated blood lactate levels (>5 mmol/Liter), anion gap acidosis (without evidence of ketonuria or ketonemia), an increased lactate/pyruvate ratio; and metformin plasma levels generally >5 mcg/mL [ see Warnings and Precautions (5.1) ]. Risk factors for metformin-associated lactic acidosis include renal impairment, concomitant use of certain drugs (e.g. carbonic anhydrase inhibitors such as topiramate), age 65 years old or greater, having a radiological study with contrast, surgery and other procedures, hypoxic states (e.g., acute congestive heart failure), excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high risk groups are provided [ see Dosage and Administration (2.3) , Contraindications (4) , Warnings and Precautions (5.1) ] . If metformin-associated lactic acidosis is suspected, immediately discontinue metformin hydrochloride and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended [ see Warnings and Precautions (5.1) ]. WARNING: LACTIC ACIDOSIS See full prescribing information for complete boxed warning. Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. Symptoms included malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Laboratory abnormalities included elevated blood lactate levels, anion gap acidosis, increased lactate/pyruvate ratio; and metformin plasma levels generally >5 mcg/mL. (5.1) Risk factors include renal impairment, concomitant use of certain drugs, age >65 years old, radiological studies with contrast, surgery and other procedures, hypoxic states, excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high risk groups are provided in the Full Prescribing Information. (5.1) If lactic acidosis is suspected, discontinue metformin hydrochloride and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended. (5.1)"
Liraglutide,LIRAGLUTIDE,Yes,"WARNING: RISK OF THYROID C-CELL TUMORS WARNING: RISK OF THYROID C-CELL TUMORS Liraglutide causes dose-dependent and treatment-duration-dependent thyroid C-cell tumors at clinically relevant exposures in both genders of rats and mice. It is unknown whether liraglutide injection causes thyroid C-cell tumors, including medullary thyroid carcinoma (MTC), in humans, as the human relevance of liraglutide-induced rodent thyroid C-cell tumors has not been determined [ see Warnings and Precautions ( 5.1 ), Nonclinical Toxicology ( 13.1 ) ]. Liraglutide injection is contraindicated in patients with a personal or family history of MTC and in patients with Multiple Endocrine Neoplasia syndrome type 2 (MEN 2). Counsel patients regarding the potential risk for MTC with the use of liraglutide injection and inform them of symptoms of thyroid tumors (e.g., a mass in the neck, dysphagia, dyspnea, persistent hoarseness). Routine monitoring of serum calcitonin or using thyroid ultrasound is of uncertain value for early detection of MTC in patients treated with liraglutide injection [ see Contraindications ( 4 ), Warnings and Precautions ( 5.1 ) ]. WARNING: RISK OF THYROID C-CELL TUMORS See full prescribing information for complete boxed warning. • Liraglutide causes thyroid C-cell tumors at clinically relevant exposures in both genders of rats and mice. It is unknown whether liraglutide injection causes thyroid C-cell tumors, including medullary thyroid carcinoma (MTC), in humans, as the human relevance of liraglutide-induced rodent thyroid C-cell tumors has not been determined ( 5.1 , 13.1 ) . • Liraglutide injection is contraindicated in patients with a personal or family history of MTC or in patients with Multiple Endocrine Neoplasia syndrome type 2 (MEN 2). Counsel patients regarding the potential risk of MTC and the symptoms of thyroid tumors ( 4 , 5.1 )."
PIOGLITAZONE HYDROCHLORIDE,PIOGLITAZONE HYDROCHLORIDE,Yes,"WARNING: CONGESTIVE HEART FAILURE Thiazolidinediones, including pioglitazone , cause or exacerbate congestive heart failure in some patients [see Warnings and Precautions (5.1) ] . After initiation of pioglitazone , and after dose increases, monitor patients carefully for signs and symptoms of heart failure (e.g., excessive, rapid weight gain, dyspnea, and/or edema). If heart failure develops, it should be managed according to current standards of care and discontinuation or dose reduction of pioglitazone must be considered. Pioglitazone is not recommended in patients with symptomatic heart failure. Initiation of pioglitazone in patients with established New York Heart Association (NYHA) Class III or IV heart failure is contraindicated [see Contraindications (4) and Warnings and Precautions (5.1) ] . WARNING: CONGESTIVE HEART FAILURE See full prescribing information for complete boxed warning. Thiazolidinediones, including pioglitazone, cause or exacerbate congestive heart failure in some patients. (5.1) After initiation of pioglitazone, and after dose increases, monitor patients carefully for signs and symptoms of heart failure (e.g., excessive, rapid weight gain, dyspnea, and/or edema). If heart failure develops, it should be managed according to current standards of care and discontinuation or dose reduction of pioglitazone must be considered. (5.1) Pioglitazone is not recommended in patients with symptomatic heart failure. (5.1) Initiation of pioglitazone in patients with established New York Heart Association (NYHA) Class III or IV heart failure is contraindicated. (4 , 5.1)"
Nebivolol,NEBIVOLOL,No,No Boxed Warning
Valsartan,VALSARTAN,Yes,"WARNING: FETAL TOXICITY WARNING: FETAL TOXICITY • When pregnancy is detected, discontinue valsartan tablets as soon as possible. (5.1) • Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. (5.1) WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. • When pregnancy is detected, discontinue valsartan tablets as soon as possible. ( 5.1 ) • Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 )"
Valsartan,VALSARTAN,Yes,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue valsartan tablets as soon as possible. ( 5.1 ) Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 ) WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning . When pregnancy is detected, discontinue valsartan tablets as soon as possible. ( 5.1 ) Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 )"
"Losartan potassium Tablets, 100 mg",LOSARTAN POTASSIUM,Yes,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue Losartan potassium as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions (5.1) ]. WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue Losartan potassium as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 )"
Olmesartan Medoxomil,OLMESARTAN MEDOXOMIL,Yes,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue olmesartan medoxomil tablets as soon as possible ( 5.1 , 8.1 ) Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus ( 5.1 , 8.1 ) WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue olmesartan medoxomil tablets as soon as possible ( 5.1 , 8.1 ). Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus ( 5.1 , 8.1 )."
Lisinopril,LISINOPRIL,Yes,"WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue lisinopril as soon as possible. ( 5.1 ) Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 ) WARNING: FETAL TOXICITY When pregnancy is detected, discontinue lisinopril as soon as possible [see WARNINGS AND PRECAUTIONS ( 5.1 )] . Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see WARNINGS AND PRECAUTIONS ( 5.1 )] ."
GLYBURIDE,GLYBURIDE,No,No Boxed Warning
Ramipril,RAMIPRIL,Yes,"WARNING: FETAL TOXICITY WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning When pregnancy is detected, discontinue ramipril as soon as possible ( 5.6 ). Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus ( 5.6 ). When pregnancy is detected, discontinue ramipril as soon as possible ( 5.6 ). Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus ( 5.6 )."
Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,Yes,"WARNING: LACTIC ACIDOSIS Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. The onset of metformin- associated lactic acidosis is often subtle, accompanied only by nonspecific symptoms such as malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Metformin- associated lactic acidosis was characterized by elevated blood lactate levels (>5 mmol/Liter), anion gap acidosis (without evidence of ketonuria or ketonemia), an increased lactate/pyruvate ratio; and metformin plasma levels generally >5 mcg/mL [see Warnings and Precautions ( 5.1 ) ]. Risk factors for metformin-associated lactic acidosis include renal impairment, concomitant use of certain drugs (e.g. carbonic anhydrase inhibitors such as topiramate), age 65 years old or greater, having a radiological study with contrast, surgery and other procedures, hypoxic states (e.g., acute congestive heart failure), excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high risk groups are provided [see Dosage and Administration ( 2.3 ), (2.7), Contraindications (4), Warnings and Precautions ( 5.1 ) ]. If metformin-associated lactic acidosis is suspected, immediately discontinue metformin hydrochloride tablets or metformin hydrochloride extended-release tablets and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended [see Warnings and Precautions ( 5.1 ) ]. WARNING: LACTIC ACIDOSIS See full prescribing information for complete boxed warning. • Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. Symptoms included malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Laboratory abnormalities included elevated blood lactate levels, anion gap acidosis, increased lactate/pyruvate ratio; and metformin plasma levels generally >5 mcg/mL. ( 5.1 ) • Risk factors include renal impairment, concomitant use of certain drugs, age >65 years old, radiological studies with contrast, surgery and other procedures, hypoxic states, excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high risk groups are provided in the Full Prescribing Information. ( 5.1 ) • If lactic acidosis is suspected, discontinue metformin hydrochloride tablets and metformin hydrochloride extended-release tablets and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended. ( 5.1 )"
